Order_code,Cost,minPrice,maxPrice,avgPrice,sdPrice,Start_dt,end_dt
r52335c,8215,1200,25500,16999.8667,7314.533486,6/1/1963,5/6/2024
j75156u,17470,12500,29500,20903.8333,3955.382342,4/11/1941,10/5/2023
n47040o,25801,8000,28980,14239.4684,5575.907818,2/21/1934,8/18/2026
e95385r,12656,5600,29999,17511.0467,4788.867607,8/5/2015,8/12/2029
f48229v,19478,1900,37000,14967.0054,4067.762095,5/17/1930,3/27/2025
y57059s,13948,9500,19800,14464.4762,4068.087917,3/7/1955,6/1/2029
w52062o,11583,9500,19999,16153.2308,3435.177437,7/13/1999,6/5/2018
g48018v,13665,6990,23800,14768.093,4012.089885,12/9/1922,9/3/2022
z63554s,17959,1500,23999,14150.6667,4525.768263,8/11/2011,9/26/2024
b13898m,39512,11000,49500,17044.1385,6777.630931,1/26/1981,2/8/2027
f41189z,24389,8500,29999,19923.6154,4708.441299,6/22/1934,8/21/2018
v39628f,11174,6000,38900,18298.5455,4764.561524,4/10/1931,5/24/2019
n60916v,30034,12500,30400,23736.1111,4609.310793,5/18/2003,10/7/2024
g70757h,26564,11000,35450,22224.6842,7346.242592,1/17/1969,11/24/2019
q12383k,13274,11500,30000,22482.375,5005.670733,2/15/2003,10/14/2021
a56968f,15666,6500,33000,21354.3421,4589.808867,5/22/1962,3/4/2018
o60318x,89267,5000,92900,18006.6406,10515.02897,12/6/1951,10/6/2022
s91742i,11774,11000,47000,19953.9091,6868.693874,7/11/1948,5/22/2021
k25476o,18893,8990,49999,20082.875,11306.31685,7/1/1995,11/2/2020
t90476u,29611,19200,51999,25525.8667,7575.531074,4/28/1993,7/27/2025
f21889b,27195,9380,37900,20240.9643,4961.429507,3/7/1994,3/20/2021
x57163r,21209,11499,31000,21865.4412,5196.489478,11/7/1950,10/19/2029
t95726c,19847,13200,31990,20952.5,5164.829983,9/21/1954,9/21/2019
z82021w,7761,1300,8500,5377.7324,1481.65698,7/13/1980,5/9/2022
h75142b,3948,1650,8990,5178.8947,1375.003754,4/7/2003,9/15/2024
x44865b,1984,550,7500,4615.4348,1363.202369,7/8/2011,5/11/2027
k41234a,5595,950,7700,4626.0163,1148.284872,3/5/1946,11/22/2018
z87226t,8121,1850,8650,4728.3922,1195.407132,6/20/1987,7/17/2027
v17122u,3667,1650,8750,4628.6667,1215.02966,7/4/1952,8/27/2024
v45046w,2361,1590,8350,4384.7385,1269.806183,12/28/1920,9/12/2020
f27563e,6894,1650,8500,4249.9733,1120.577866,2/13/1974,7/13/2024
u91973b,3733,1950,7290,4059.8023,1074.558052,3/5/1977,9/14/2022
r13217t,4420,300,7499,3902.6592,1024.664575,9/8/1949,8/24/2029
k18888g,1591,1100,6250,3347.9365,1092.485916,1/21/1971,10/17/2030
c85027l,6488,2500,9699,5682.913,1871.595551,11/4/1912,4/16/2018
v54156i,4378,3500,10600,5989.0392,1338.138757,2/7/1923,3/14/2022
k20742f,9950,2000,9999,6198.0182,1637.474935,2/19/1990,11/21/2024
o39089x,12832,2499,99999,6735.5271,8384.715707,9/7/1984,4/14/2029
q80788g,8317,650,13000,6153.2827,1748.797579,10/11/2002,4/8/2021
p24454d,11541,1999,12500,5767.6812,1735.713328,10/28/2013,2/23/2028
b26275n,3845,1190,10999,5831.7105,1598.146707,2/11/1927,12/20/2019
s69025d,3666,750,8750,5479.2227,1604.431317,11/1/2000,11/4/2019
u43730q,4561,1999,9450,5336.7653,1513.175308,2/4/2013,1/14/2025
t29661i,5499,1200,9499,5026.4498,1581.665208,7/14/1962,6/12/2025
x61873d,3624,800,11000,4296.724,1753.541181,5/12/1918,2/16/2029
b35046z,11622,3500,13000,7372.6,2518.6986,2/5/1958,4/14/2026
z98097m,10254,1200,16000,8316.3056,3351.91915,10/18/2006,10/28/2018
a44383r,4285,3900,12900,7590.04,1851.339266,4/18/2016,6/23/2021
m58963a,5740,2999,14750,7606.28,2219.597527,12/16/2016,10/24/2018
h87960d,12930,4000,15950,7704.6718,2305.06326,12/20/2015,9/10/2030
d90457p,6960,2650,13000,7181.9645,2099.614201,9/12/1934,5/2/2021
j26426c,5083,1999,13200,7253.5935,1995.515594,8/7/1963,7/11/2027
w45386s,15096,2300,18500,7194.9014,2440.181967,7/20/1975,12/21/2019
y68796p,10248,1900,19000,7202.1475,2474.61754,12/27/1920,6/18/2018
g56368y,5711,1299,14000,6862.4875,2232.354326,4/28/1977,7/26/2022
m55368h,3769,1500,28500,6066.1219,2261.647559,5/16/1905,3/3/2029
e61690z,17729,6250,18500,11219.9444,3388.40868,10/22/1947,2/4/2028
s21585g,14587,6888,15750,10423.3103,2353.960201,5/3/1914,6/4/2022
l25151m,11872,599,14200,9174.9906,2722.758453,8/14/1910,9/7/2018
h86667x,10366,3200,15400,9511.5138,2286.734913,11/8/1952,4/14/2030
r39297i,12490,2650,22500,9416.1489,2437.729242,10/5/1938,8/19/2028
r71397h,20198,5000,31500,9569.1355,3033.530515,7/11/1977,11/5/2024
s72867t,13893,3850,14980,9236.0486,2050.526016,10/20/1968,6/16/2022
z69080f,9334,2200,16620,8457.8048,2226.823878,4/1/1974,1/11/2029
m41585f,21090,1000,27500,8322.6215,2761.770838,6/2/1999,12/28/2018
u62676c,31875,1500,32500,7190.1407,2557.443955,11/21/1981,7/14/2025
a98566u,18866,6250,19990,11850.4091,3680.745955,12/9/2014,10/8/2023
a46161w,7255,6100,20959,12922.3333,3568.480898,7/15/2002,11/12/2023
j52187t,6489,3950,23333,11790.7273,3416.167415,7/26/1924,10/11/2020
n21890u,19740,5650,24499,11461.172,3367.064886,4/27/1978,3/24/2027
z26826n,7154,4000,18500,11301.6048,3208.637101,11/22/1938,9/21/2029
z91314r,16226,4000,25750,11648.8227,4008.339435,6/26/1983,7/9/2021
f84579t,13884,4200,23900,11703.4037,3394.943626,11/23/1973,9/14/2023
v24392f,16957,3500,24990,10884.7975,3222.074826,7/1/2011,1/7/2030
l63143h,24203,1900,25999,9450.4222,2994.61614,12/2/2006,9/14/2027
a89329t,20166,10000,28900,14258.8636,3662.383579,3/12/1927,5/25/2022
j90967v,9598,9450,19900,13809.12,2715.3344,6/22/1986,8/9/2021
w42094g,11316,7990,16400,12522.3043,2164.198917,12/6/1909,5/1/2028
v12374t,9170,5250,18700,12385.8939,2907.604648,1/8/2003,3/15/2024
i28799t,52556,5799,52999,13155.6981,5118.410512,3/15/1974,4/16/2022
b24267k,18356,2100,19900,11915.2991,3176.134264,8/11/1998,8/28/2019
t86276k,18874,6000,22750,11981.06,2764.53049,1/25/1915,4/4/2025
c11352v,21787,3500,24500,10250.417,2629.896863,9/19/1900,1/19/2020
c63827l,19859,2650,26500,9242.3903,3097.347583,8/23/1905,3/10/2029
n77787r,17507,7900,24900,18067.1667,3995.95418,8/9/1922,5/6/2024
a20766v,15704,7990,22000,16969.3529,2766.929004,7/1/1940,3/5/2028
h30999e,20631,10500,22500,16564.0638,2899.638689,4/7/1993,11/7/2023
r45271w,18820,8000,21899,15793.1897,3463.224566,3/10/1956,3/6/2025
y88819y,18519,7000,25900,15456.878,4038.739883,10/5/1908,5/20/2024
d21622r,25226,6000,27300,15748.9651,3799.298177,8/22/1913,3/14/2026
p77599z,16501,4000,28000,14320.1532,4044.161568,4/22/1939,8/1/2021
p38266p,22280,4700,29800,13326.7957,4462.933794,12/6/1905,3/2/2029
m18816l,12676,2400,30900,12380.8831,3639.550381,5/11/1954,1/19/2024
g16440t,23315,9500,27000,18764.5,5439.585899,6/20/2007,5/23/2020
z11068m,23284,9750,27000,18022.875,4400.874651,8/28/1959,2/23/2026
d54891y,8519,8400,23700,15821.9697,4149.501346,7/25/1935,10/15/2019
w37238b,13517,9000,23700,16381.3171,3949.99452,1/20/1987,2/26/2025
t93865x,23491,8500,25900,15444.0513,4905.67968,8/4/1995,7/17/2027
p10261a,23598,9500,25490,15944.4528,3968.506451,5/28/1998,9/20/2025
i68632s,12067,8000,28900,16521.3131,3897.058136,10/13/2012,3/7/2018
x31353s,17605,6500,23600,13791.4526,3190.603175,9/17/1957,1/21/2019
m76131g,23931,15800,27500,21423.8571,3916.443884,5/7/1975,11/20/2019
c94199g,23091,11990,25900,18953.9412,4065.918165,11/27/1951,12/12/2027
q51357b,23879,12000,29490,19162.1818,4597.978001,4/28/1954,2/24/2028
u42425b,22223,12900,22444,17643.9677,3224.785109,2/17/1982,12/28/2021
z22182c,21512,12900,28500,19023.825,4496.348245,3/2/1971,5/21/2018
w49542n,16783,9900,27850,17270.35,4410.47118,4/27/1972,5/7/2018
m48370o,19757,8800,30000,16179.6228,4476.289295,6/26/1958,1/3/2021
n19286z,38153,5200,42900,16213.8645,5002.431524,10/23/1911,2/5/2019
h84880g,30274,17500,39999,24726.2727,6698.818812,4/4/1943,2/24/2030
o39883p,24495,12000,28000,15802.4146,4474.429687,4/28/1948,5/28/2021
p16745x,20158,14900,27500,20329,3247.798555,2/15/1996,5/24/2028
t74314y,29225,13800,31200,25174.3889,4608.42944,6/17/1952,4/27/2018
p41543z,22026,13900,38500,28350.5294,6316.019764,11/12/2005,2/28/2029
f17198l,28416,7000,29999,20550.25,6234.076272,12/15/2010,1/13/2025
p91463a,17299,5855,31990,20467.5761,6294.97033,9/27/2003,1/28/2026
c11087o,34305,550,34900,17795.4389,4805.295639,2/22/1990,11/16/2027
t14279s,18833,7800,35998,19088.85,7697.831898,4/4/2006,9/10/2020
v93623a,24718,2990,25900,15352.5909,5249.863008,4/23/1937,10/5/2020
j78347g,32532,9250,34900,15835.3103,5567.981583,4/15/2009,11/3/2030
n35657p,35927,18000,39490,24326.3636,6935.799453,2/13/1974,6/27/2024
c81485f,25856,14000,29999,24257.3846,5400.094693,8/2/1950,12/10/2021
o58233f,31560,14250,32990,23198.5417,5594.719445,5/21/1933,8/18/2028
b88282k,26418,11800,34500,21219.9468,4921.80824,10/8/1955,9/5/2019
h74975s,30560,15000,34800,23599.7647,5476.053769,6/2/1997,12/10/2022
i26065n,27221,18500,32000,24816,3857.17796,1/27/1996,8/15/2020
p28549z,18426,16000,28000,23402.0606,2757.175168,8/9/1967,1/11/2019
k44775w,15043,4600,52500,19485.6341,7773.285345,11/5/1981,10/27/2018
e84233v,16165,7550,45799,17052.2,11586.8044,2/24/1961,3/7/2018
s62464m,31668,17900,33999,24238.9167,3937.307973,4/8/1950,11/2/2030
j23031q,19991,15000,26700,22527.1818,3148.446567,11/26/1964,8/21/2025
y78697q,33452,21300,58000,34794.3077,11548.51666,12/10/1910,7/8/2022
h55175p,20772,14650,48500,24036.9444,6901.41184,9/11/1987,1/10/2018
n47252i,6919,4600,10900,6217.4118,1585.130355,11/1/1926,9/13/2020
u82520h,4653,3499,9999,5741.5094,1643.603848,3/5/1910,1/11/2019
f94423l,6332,3500,9100,5800.3429,1351.757458,11/24/1922,8/12/2019
z26077v,9375,1200,12450,5773.1111,1588.300563,3/13/1955,8/4/2022
d52757n,6983,2350,8999,5375.1967,1329.201015,5/23/1989,8/9/2024
n79314l,3703,2750,8990,5288.7339,1354.94106,10/26/1904,1/12/2030
s53033k,7258,1890,7950,5144.4066,1346.753491,3/16/1956,3/6/2024
k53875w,7071,1200,7500,5199.2889,1474.493542,11/19/1992,5/21/2026
k21184o,1943,1700,7900,4620.1972,1364.884091,11/11/1966,5/13/2022
j65560t,5853,1500,6500,4345.2258,1207.471874,4/18/2003,1/19/2018
c57844g,6588,500,6890,3743.6935,1274.070155,3/15/1941,10/25/2018
i69783w,8054,3800,10920,7011.7727,1641.545667,3/10/1901,10/3/2024
u78310i,6765,1100,10850,6719.6327,1635.977031,2/10/1901,8/27/2026
p90111y,9832,550,12900,6913.5854,2160.501584,10/6/1974,4/17/2027
v68048w,5692,3250,13500,6793.1181,1779.539549,8/22/1975,8/11/2023
j11156l,11403,1800,11999,6666.7746,1743.147506,8/20/1935,2/19/2024
r98251k,3525,2700,12900,6956.6081,2051.205669,3/21/1979,9/2/2021
n72859u,6556,1800,12150,6615.6765,1754.609655,9/11/1962,8/22/2022
c25696w,12057,3500,15500,6108.907,1801.265113,3/6/1937,4/3/2030
e11716k,11328,3150,15800,5867.8304,2197.604726,11/20/1901,7/12/2030
p93558w,2352,1800,17900,5751.8154,2205.232738,8/6/2012,10/23/2025
l26955a,5402,1250,13000,5283.0081,1845.924292,4/21/2001,7/7/2019
h65251g,25174,5200,26999,10468.8,4314.66836,8/4/1907,2/27/2021
n43582p,8315,5200,22900,10026.4318,3646.387904,9/22/1979,7/27/2024
s46118t,9031,999,15999,8928,2703.884378,5/10/1949,6/22/2022
q74356u,15591,4250,16700,8978.8641,2586.281065,10/16/1964,11/25/2030
m54244v,16376,3499,21000,9438.2036,2681.116703,11/1/1976,12/21/2028
d37181m,811,500,24800,9120.0113,3021.241369,7/18/1913,11/20/2030
a51424h,12304,2650,21250,9327.5517,2604.019827,6/10/1949,2/25/2020
g21458a,12277,3600,26499,8790.6442,2952.161262,5/7/2011,5/18/2024
v42157q,11617,1800,17800,8694.8594,2354.982948,7/14/1999,12/18/2026
e51781c,2427,2299,19950,7901.7671,2443.294783,3/25/2003,1/7/2026
l98481q,5948,250,15499,7194.2661,2387.228741,5/24/1906,11/26/2026
u69395o,15402,8600,18200,12132.5,2396.028398,12/28/1912,5/6/2029
p32396s,6218,6200,13500,11088.3158,2414.426031,2/27/1968,12/28/2021
j75188b,53325,4000,59999,12917.4828,6892.803256,9/17/1966,8/1/2028
h98520q,9371,6300,16499,11236.6344,2442.743363,1/4/2014,7/5/2028
i57267q,17152,6250,19900,11443.5242,2403.057567,5/23/1958,3/18/2025
u22939u,17596,2000,20600,10625.9155,3018.917667,4/1/1907,8/4/2018
k93861v,13121,4800,20390,10515.5467,2751.838873,10/25/1986,11/19/2023
s96575l,22284,3000,37499,10775.3382,4167.744425,8/22/1928,3/2/2018
l52080o,7465,3950,15000,10069.5678,2036.756812,2/27/1997,12/28/2020
v27852o,11170,1300,26500,8740.8922,2511.382946,7/28/1968,6/3/2023
v22190u,15335,950,25500,7536.573,2837.934811,11/17/1912,7/14/2030
w85062x,13524,7500,15900,12233.4545,2175.274084,8/3/1924,5/15/2027
i14218v,18323,8500,21000,13446.3571,3565.621717,1/2/1980,4/27/2026
o75770w,12369,6500,35900,13977.2692,5461.612424,3/27/1952,1/16/2024
f36398i,19535,6699,24500,13762.1408,3774.478124,10/7/1942,1/24/2026
a84961n,20367,4800,28000,13038.2,3577.205594,5/18/1963,6/20/2019
b59931g,10201,5900,31900,13868.3306,3716.536904,4/3/1940,9/14/2024
h51713q,40702,5975,42600,13963.2968,4586.235446,12/10/1959,7/3/2024
n56228b,28285,4000,39900,13871.972,4752.985653,11/15/1956,11/11/2019
x76262r,19291,130,28500,13009.6957,4284.261139,2/20/1943,3/9/2028
m65234n,14105,990,27500,12709.771,4019.860968,11/3/1932,8/3/2020
u40423d,10237,1500,37000,10770.6986,3464.860024,5/24/1959,9/22/2019
b79967n,6864,3900,15500,13182.0769,2934.937123,9/17/1921,11/4/2025
j95297m,18552,10600,25500,15202.68,3129.629521,9/19/1902,1/25/2023
f34736r,19305,4299,26999,15023.9796,4170.901212,7/16/1960,6/27/2028
h92354z,6722,6000,24950,14775.2375,3484.5693,12/10/1991,11/20/2029
b50825k,15914,7299,23999,14086.2521,3098.3082,1/13/1988,10/13/2026
m61917m,25622,295,26900,13889.7312,4167.970585,5/11/2017,10/9/2020
u19499s,20926,5000,21950,12661.4545,3490.685749,9/16/1931,10/25/2020
t32438p,24813,4500,34900,11600.7583,4300.576504,6/14/1951,8/5/2022
i69082i,22128,2799,22399,12067.1801,3144.493011,2/15/2015,10/14/2028
j65996y,13294,3700,21299,10430.7768,3439.153232,11/22/1971,9/10/2024
z40879f,21693,9000,26500,13718.45,4155.429538,10/13/1920,12/3/2023
c48944b,19669,4750,26990,18099.3478,4980.549547,12/13/1949,8/4/2024
e21654l,15362,11350,31900,19654.7955,4529.105945,4/7/1907,5/16/2029
e26375g,38259,7400,40000,19452.6522,5573.721258,6/17/2017,9/16/2024
y21641x,17203,7999,29500,17372.8295,4623.770704,7/8/1977,3/17/2028
q16477v,34276,8950,37850,18145.9263,5465.264372,8/18/1973,5/17/2030
j38685r,30119,7300,41450,17569.4746,5625.270175,7/5/1956,11/11/2026
y94344b,25225,7000,39990,16907.3944,5675.663513,7/22/1964,2/22/2027
f44916b,20481,5500,32900,17290.2443,4770.287674,3/16/1978,6/24/2020
i30579t,16330,3450,60000,14770.8064,5000.127048,6/26/1989,10/11/2019
q21924z,20042,11750,28500,20374.8571,6249.269967,12/3/2012,7/2/2028
p83612g,16506,10500,29000,21245.8235,5678.98243,10/3/1927,2/16/2027
b10469h,12326,10000,29000,18835.16,5077.380803,1/20/1954,8/28/2022
r22289i,16581,8990,25950,20271,4321.928702,4/24/2004,7/13/2030
q61322o,21367,5999,28800,20135.9268,5223.231914,2/8/1916,1/8/2023
i96812x,13463,5000,26850,15461.7317,5176.729397,5/8/1946,1/27/2026
f62744u,21106,6900,39500,20442.8269,5600.548956,12/13/1983,5/13/2018
b45639y,25131,7450,27900,18258.9524,4117.85814,7/18/1950,7/21/2029
u77763k,9621,3999,27500,15730.2266,3792.76618,6/8/1984,1/7/2028
l75958y,19673,16500,32999,21177.8125,4372.42516,7/27/1983,3/3/2023
r79546k,20701,11900,28350,19252.2941,4393.010568,3/26/2005,5/21/2018
e23185h,12333,5500,29999,18021.8667,4442.070634,4/6/1924,2/1/2026
e91094n,43628,14200,62000,21442.4828,8776.38666,9/6/1944,8/17/2021
g59210r,11958,8950,29900,17432.575,4517.408167,12/22/1939,10/15/2026
m56940s,9521,8900,28499,17500.9189,4814.111506,3/26/2001,10/20/2025
t59063v,22166,13500,23900,18013.7619,3497.846438,8/25/1930,8/16/2021
s96719j,11448,10750,35000,16927.9811,5217.247903,4/28/1915,3/7/2028
m13468u,9748,7900,25990,16404.6875,4552.922254,11/19/1957,4/26/2020
h44576t,30987,13900,38450,20601.2564,5478.841913,8/5/1941,6/20/2028
x34861f,20463,13500,37000,27042.4091,5938.136604,2/8/1963,7/8/2027
o88110i,16558,15300,40000,27696.4286,5915.80385,1/17/1965,9/17/2029
l88710g,21529,19990,33000,26683.3636,4035.09782,1/14/2009,1/22/2018
u37118r,31481,12990,39900,25821.1429,5251.504702,1/23/1982,6/12/2027
t98499f,35248,10989,36999,23871.3805,4860.104226,1/18/1906,11/15/2026
v53231y,36973,7900,39500,21247.044,5266.608911,4/17/1947,5/28/2022
x32453e,20944,4000,38000,24599.1538,9581.337195,2/2/1945,12/16/2020
q51961b,19003,12990,27900,18410.5455,4112.296204,5/9/1953,11/24/2019
r42169m,14291,2000,24900,17986.4167,5962.293944,3/4/1943,9/1/2026
d86425o,27952,12500,32000,20017.4,5726.129228,11/7/2007,11/12/2029
w82222o,17772,11700,23500,17145.75,3314.231739,11/8/1931,11/13/2018
g21686r,17074,16900,27999,22866.4167,3241.577149,4/22/1992,7/19/2019
c42972r,20400,12999,31900,21937.4615,5627.714793,2/21/1931,6/17/2025
q70277f,29709,15900,46900,27739.5,8608.148269,7/10/1915,5/25/2030
i28890v,5196,1000,26999,20393.9583,6750.423848,8/2/1946,11/1/2020
f18128e,22079,18900,36900,27299.7857,7063.036591,7/21/1978,3/23/2029
j84634a,26973,17100,36950,25940.6667,5840.939256,1/18/1980,7/13/2022
m84799q,19371,16900,35900,26834.1515,5419.568959,3/23/1903,10/20/2030
l58839z,23876,11700,37499,24542.7391,6821.208284,2/21/2000,8/17/2026
k78069f,40550,19500,44500,32218.0909,10372.26547,10/7/1912,7/27/2029
v35434r,56671,17989,62500,35607.1875,14836.84695,10/28/1955,11/26/2027
v85978v,23450,21900,31000,26867.7857,2684.039764,7/14/1958,1/16/2021
b70652o,17057,13750,37000,26053.3077,4694.670176,2/5/1949,5/22/2029
a38658s,8805,4900,10250,6848.913,1489.071462,9/27/1900,6/11/2026
s27129i,11049,3600,12700,7017.0938,1812.462851,8/12/2012,6/12/2020
r74633r,10593,2500,15900,6108.6154,1937.49911,8/12/2009,6/24/2024
w65369o,2007,1250,11800,6113.3053,1607.241936,10/8/1922,6/27/2024
l61423g,4447,2600,9500,5978.6875,1424.033714,9/13/1982,9/16/2025
f90421k,8129,1900,10300,6075.6933,1740.915246,9/5/1958,6/5/2020
y64280b,5061,1599,8600,5481.2118,1247.252483,12/12/2001,8/17/2024
d60731o,4839,3299,8400,5206.4167,1366.475513,12/6/2013,11/13/2026
i92735v,5293,2800,8900,4953.2222,1287.137546,9/18/2010,7/28/2026
k68153y,5856,2599,7880,4837.6,1374.546831,9/9/1930,4/27/2025
b68773d,2665,300,8500,4119.931,1683.849058,9/15/2001,11/6/2018
m65696l,3921,3125,12000,7221.6875,1808.834871,8/4/1936,1/3/2018
w65072u,10278,2150,12700,7824.5248,2219.704269,12/10/1930,10/11/2030
f85552b,9486,3850,13500,7983.9103,1935.895996,2/18/1960,4/4/2030
u25744f,6276,2100,13590,7548.4909,2130.072358,12/6/1921,5/26/2023
g36516f,9248,3790,14299,7541.7292,2152.580858,2/22/1902,1/22/2020
o90269p,9381,550,15500,7395.7177,2181.347337,8/1/1955,12/19/2027
p28086u,6966,999,13000,7222.3737,2123.636835,6/11/2009,10/12/2023
i53741p,9498,2950,12990,7365.7714,2329.883168,5/16/2000,3/11/2020
h25997k,5113,1400,8999,5806.1887,1658.418775,8/3/1913,1/6/2030
y33821y,9526,2999,11000,6594.875,1790.543198,2/22/1954,2/12/2018
t67746s,10929,2250,15900,6050.9714,2574.632589,4/27/1982,6/4/2018
d63792q,9667,7499,16850,11723.9091,2456.353079,9/14/1940,12/27/2030
f43616g,10852,5700,16995,11034.6471,2813.167237,12/12/1954,8/23/2018
x70297k,16888,4900,36400,11331.055,3962.96854,12/21/1990,9/10/2026
d53810q,6450,5500,20500,9998.9315,2689.99578,4/23/1963,3/6/2030
x56432j,17005,4500,17444,10259.1053,2572.848119,3/6/1977,9/24/2024
k61441w,15138,3200,23999,9998.1267,2796.467978,8/23/1923,3/13/2019
q49198t,10616,2499,19500,10055.1159,2775.779684,2/7/1952,5/11/2024
p46196m,14003,2850,23900,9905.631,2874.329459,2/24/1937,7/26/2025
m17241t,12699,5299,18900,9394.7595,2503.682921,1/2/1915,10/4/2021
t59562v,3736,2000,23850,9102.3938,2825.673536,8/16/1959,5/13/2021
y93242c,1029,800,17000,8144.2791,2324.759964,9/28/1956,9/17/2023
c73473t,13241,7900,20950,14027.4091,3698.72324,7/11/1913,2/10/2018
m42495q,13412,5490,28800,13470.1458,3986.386527,10/17/2001,4/21/2024
b49235a,16775,6999,19269,12931.7845,2694.620538,5/25/1928,1/13/2021
b13285f,13316,999,28000,12518.0068,3140.575662,11/15/1964,5/1/2026
z17210t,16539,5900,19999,11929.5057,2602.653546,6/19/1900,6/7/2018
r37140d,15830,7800,31900,12088.0204,3108.997832,11/9/1906,8/20/2025
o13476e,12875,3900,37500,12280.0068,4470.299314,1/18/1915,9/2/2029
n25781m,8187,4900,15200,10814.8333,2308.873645,7/25/1997,11/13/2028
r14655r,21152,6149,38000,10980.75,3566.612653,2/28/1953,9/7/2024
f46752o,11667,3999,17500,9927.4773,2479.246435,9/2/1941,3/27/2022
t16952e,12540,3500,29900,9303.3397,3295.679412,12/22/2009,2/23/2024
q82054b,13973,8500,26500,16236.1563,4543.890714,12/26/1906,6/1/2030
v45852y,26814,8000,55154,15633.5882,6616.636623,2/19/1986,12/9/2029
g37071x,14562,7300,39500,15177.7685,4530.64291,8/23/1927,10/24/2023
n79424j,18216,7596,38500,15431.8063,4758.650881,10/28/1918,11/9/2021
r27369l,10373,7200,32000,15080.043,3939.1745,10/16/1913,12/21/2029
l56218d,26936,4990,35900,15123.4068,4034.258347,2/19/1933,8/5/2019
g38914x,22741,5950,29400,14889.2635,3847.048411,5/17/1940,1/17/2024
m69780n,21778,280,31499,13718.9153,3943.381571,4/8/1900,12/8/2023
t33719d,10929,5999,30900,14298.4475,3341.670489,7/7/1910,7/15/2029
s44645i,10945,500,31500,11634.8136,3334.166413,3/15/1947,4/21/2018
m74176w,35007,6000,37000,11646.9857,4948.807598,6/15/1909,4/3/2029
x10765s,14683,6000,30000,12972.6471,5747.980518,8/23/1945,8/13/2024
b67366z,28847,9900,31000,16298.9219,3976.480044,10/17/1941,7/19/2023
s46159v,9260,6990,29900,15954.8468,3939.031793,12/17/1931,4/17/2020
c55579o,23987,5500,38900,15642.1589,4271.586501,3/13/1981,11/7/2021
w29876m,6907,5250,24999,15232.0115,3155.043561,12/25/1900,6/20/2020
v19127e,22376,3500,26900,14830.8875,3863.976058,1/10/1914,8/12/2020
t58363e,25515,9000,25900,15117.4789,3484.961793,11/16/2003,7/13/2027
r51351a,9815,680,27500,13273.134,3411.42759,9/9/1911,10/7/2028
d40464z,20651,4250,22900,10699.8276,3725.431417,6/3/1943,8/22/2025
d80415n,27839,11950,31900,20037.5,5591.068957,2/10/1955,6/23/2018
x69035h,14689,12850,28900,20360.96,4205.34994,11/26/1922,11/8/2021
d66061n,18149,9800,31450,20847.1754,4456.025249,5/11/1998,9/26/2018
o43591v,17211,8500,35499,20298.3883,6040.298185,10/20/1905,1/7/2027
i99270n,28571,12390,39000,20241.5943,4525.39871,1/15/1966,1/15/2023
g51253w,44324,8000,46800,19432.391,5807.53529,5/23/1974,10/25/2025
t69891h,20633,6600,37500,18785.4332,5860.190828,6/23/1973,8/6/2025
o78851b,16813,8900,32999,19346.7394,4483.209242,5/10/1908,5/25/2021
e93733s,24588,5760,39990,18717.675,5449.079253,10/24/1959,7/8/2027
a88213w,23560,5000,35990,17824.7905,5157.199225,2/23/1981,8/23/2023
e38213p,12255,3100,56900,15725.3923,5405.858331,2/15/1919,5/28/2020
o54053v,27751,14950,33200,24339.9091,5080.047252,10/5/1910,9/9/2022
z37836h,14185,13299,41950,24145.1304,6070.131997,2/22/1972,5/24/2025
c80753j,11983,4950,27499,16079.8966,7390.838417,12/23/1994,7/14/2028
e51330o,33168,9000,34000,21948.2821,6256.793256,12/3/1946,7/7/2029
s47614v,12242,10500,30900,20933.6324,5079.988331,7/8/1997,7/1/2029
e26829w,26700,10500,36000,21738.4792,5830.517476,8/13/2016,3/28/2023
t78688g,30209,10990,30300,21642.3125,3952.992781,1/19/1949,9/24/2030
u72462g,14934,12750,33900,21872.12,5110.346515,9/15/1998,6/22/2027
c20968w,22264,11490,39500,20826.4891,5176.238731,6/19/2003,1/25/2021
d53316a,24570,9500,26500,18018.9095,3766.00082,7/27/2015,2/18/2026
j70366n,20647,15400,26800,20400.1667,3838.009355,3/18/1905,2/9/2018
r55680s,19685,14900,36499,21458.4444,4611.738311,2/8/1934,6/22/2029
s97754n,24732,13500,38500,19672.9545,4390.016121,8/12/1930,8/4/2030
d59481v,33946,13499,72500,22056.8077,11290.65185,8/19/1959,4/11/2030
c12036q,34796,14200,42250,21714.0769,7381.316726,9/4/1956,6/21/2027
v33644z,30166,12200,34990,20541.2759,5764.120072,2/23/1983,12/2/2027
u99949t,15253,10500,53000,21410.0426,7703.649961,10/24/1937,12/2/2025
d75360j,21403,13000,24900,17962.2609,3590.458675,8/10/1941,9/26/2028
f96332x,7997,4749,27900,19691.4103,5274.778813,3/10/1971,3/3/2022
q70864j,35806,18500,49800,28242.0714,9718.50856,4/26/2015,12/2/2026
p29412u,30267,10999,43900,28111.1333,9406.349075,7/9/1931,10/16/2022
z39840n,45224,13000,47000,18860.1154,8240.988299,6/12/1920,5/7/2027
k55776f,23017,10500,45800,29482.2647,7476.513493,6/20/1912,4/17/2029
j52759j,40341,16900,44000,26835.5745,5553.936935,12/27/2002,9/23/2028
e96746h,16188,13999,41900,21427.1094,8201.760453,9/26/1961,2/3/2030
q39469w,42442,15600,44800,28034.34,6070.746233,12/19/1977,11/15/2023
